0,1,2,3,4,5,6,7,8,9,10
root vegetables,white bread,,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
tropical fruit,pork,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
white bread,pip fruit,,,,,,,,,
chocolate,coffee,,,,,,,,,
whole milk,grapes,root vegetables,shopping bags,,,,,,,
margarine,mayonnaise,,,,,,,,,
meat,pork,,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
white bread,whipped/sour cream,frozen dessert,pastry,,,,,,,
sausage,soda,,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
domestic eggs,whole milk,bottled water,,,,,,,,
herbs,pip fruit,,,,,,,,,
hamburger meat,red/blush wine,salty snack,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
napkins,soda,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
sausage,sausage,frankfurter,sausage,whole milk,other vegetables,hygiene articles,shopping bags,shopping bags,,
root vegetables,salty snack,,,,,,,,,
white wine,root vegetables,,,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
photo/film,shopping bags,,,,,,,,,
tropical fruit,frozen fish,bottled water,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
whole milk,sausage,pastry,spices,soda,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
ham,cream cheese ,other vegetables,oil,candy,,,,,,
sausage,other vegetables,chicken,waffles,root vegetables,bottled beer,butter,whipped/sour cream,,,
citrus fruit,bottled water,,,,,,,,,
pork,bottled beer,,,,,,,,,
beef,chicken,newspapers,organic products,chocolate,,,,,,
UHT-milk,shopping bags,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
preservation products,soups,,,,,,,,,
other vegetables,brown bread,hard cheese,salty snack,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
salt,cream cheese ,,,,,,,,,
soda,hygiene articles,grapes,pudding powder,butter milk,butter,,,,,
pip fruit,other vegetables,,,,,,,,,
soda,salt,,,,,,,,,
meat,domestic eggs,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,shopping bags,other vegetables,whole milk,,,,,,,
whole milk,bottled water,,,,,,,,,
berries,tropical fruit,rolls/buns,pastry,rolls/buns,whole milk,frozen vegetables,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
rolls/buns,pastry,,,,,,,,,
waffles,flour,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
processed cheese,dog food,frozen potato products,,,,,,,,
sausage,curd,meat spreads,,,,,,,,
meat,yogurt,,,,,,,,,
frankfurter,root vegetables,sugar,whole milk,,,,,,,
herbs,whole milk,,,,,,,,,
curd,brown bread,,,,,,,,,
other vegetables,napkins,white wine,,,,,,,,
whole milk,onions,,,,,,,,,
other vegetables,white bread,soft cheese,,,,,,,,
misc. beverages,domestic eggs,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
rolls/buns,whole milk,,,,,,,,,
zwieback,yogurt,,,,,,,,,
yogurt,tropical fruit,mayonnaise,curd,soft cheese,,,,,,
dessert,bottled water,,,,,,,,,
berries,curd,,,,,,,,,
oil,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
yogurt,canned beer,,,,,,,,,
pip fruit,pasta,,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
hamburger meat,rolls/buns,beverages,dessert,whole milk,domestic eggs,yogurt,soda,,,
rolls/buns,cat food,,,,,,,,,
other vegetables,soda,,,,,,,,,
sausage,pastry,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
yogurt,curd,rolls/buns,whipped/sour cream,,,,,,,
grapes,bottled water,napkins,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
misc. beverages,packaged fruit/vegetables,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
whole milk,domestic eggs,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
sausage,beef,white wine,other vegetables,,,,,,,
chicken,soda,,,,,,,,,
citrus fruit,liquor,,,,,,,,,
rolls/buns,butter,,,,,,,,,
butter milk,hard cheese,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
whole milk,hard cheese,,,,,,,,,
domestic eggs,ham,,,,,,,,,
beef,tea,oil,,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
tropical fruit,hamburger meat,bottled beer,yogurt,,,,,,,
meat,beef,whole milk,other vegetables,grapes,whipped/sour cream,coffee,whole milk,,,
berries,condensed milk,whipped/sour cream,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
other vegetables,chocolate,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
newspapers,whole milk,,,,,,,,,
rolls/buns,chewing gum,other vegetables,,,,,,,,
newspapers,napkins,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
root vegetables,ice cream,margarine,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
curd,hygiene articles,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,long life bakery product,sugar,,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
pastry,soda,,,,,,,,,
fruit/vegetable juice,specialty bar,root vegetables,sliced cheese,butter,chocolate,,,,,
tropical fruit,prosecco,,,,,,,,,
bottled water,coffee,,,,,,,,,
root vegetables,onions,whole milk,butter,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
whole milk,sugar,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
pork,frozen vegetables,,,,,,,,,
rolls/buns,soda,other vegetables,vinegar,,,,,,,
soda,soda,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled water,yogurt,spices,fruit/vegetable juice,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
other vegetables,candy,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
napkins,brown bread,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
domestic eggs,specialty bar,,,,,,,,,
whole milk,soda,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
sausage,tropical fruit,yogurt,rolls/buns,margarine,shopping bags,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
beverages,jam,,,,,,,,,
cleaner,shopping bags,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
pastry,bottled beer,fruit/vegetable juice,,,,,,,,
bottled beer,butter,,,,,,,,,
nut snack,bottled water,,,,,,,,,
other vegetables,soda,,,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
pastry,bottled water,,,,,,,,,
artif. sweetener,sugar,,,,,,,,,
yogurt,whole milk,abrasive cleaner,,,,,,,,
hard cheese,salty snack,,,,,,,,,
butter,whole milk,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
cake bar,Instant food products,,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
tropical fruit,berries,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,tropical fruit,sweet spreads,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
rolls/buns,dessert,,,,,,,,,
bottled beer,pastry,,,,,,,,,
yogurt,pip fruit,yogurt,,,,,,,,
liquor,rolls/buns,cream cheese ,,,,,,,,
rum,rolls/buns,,,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
citrus fruit,butter,,,,,,,,,
pip fruit,cookware,rolls/buns,whole milk,,,,,,,
pastry,margarine,,,,,,,,,
soft cheese,bottled water,,,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
coffee,sausage,bottled water,cream cheese ,,,,,,,
turkey,whole milk,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
rolls/buns,pork,,,,,,,,,
whole milk,pastry,liquor,,,,,,,,
pork,newspapers,root vegetables,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
rolls/buns,soda,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
meat spreads,mayonnaise,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
pork,curd,,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whipped/sour cream,sweet spreads,,,,,,,,,
soda,frozen fish,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
ham,yogurt,,,,,,,,,
beef,ketchup,pork,hygiene articles,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
meat,tropical fruit,rolls/buns,,,,,,,,
pork,yogurt,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
curd,photo/film,,,,,,,,,
chicken,roll products ,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
citrus fruit,shopping bags,tropical fruit,frankfurter,brown bread,rubbing alcohol,domestic eggs,whole milk,,,
grapes,grapes,,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
beef,soft cheese,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
soda,hamburger meat,,,,,,,,,
sausage,pastry,bottled beer,UHT-milk,,,,,,,
curd cheese,pastry,,,,,,,,,
white bread,brown bread,,,,,,,,,
whole milk,salty snack,margarine,,,,,,,,
whole milk,pork,rolls/buns,,,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
canned beer,sugar,hygiene articles,whole milk,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
curd cheese,soda,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
tropical fruit,onions,,,,,,,,,
UHT-milk,condensed milk,pastry,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
processed cheese,hygiene articles,,,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
chocolate marshmallow,yogurt,detergent,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
curd,soft cheese,,,,,,,,,
frozen meals,soups,,,,,,,,,
butter,pastry,,,,,,,,,
soda,whole milk,,,,,,,,,
grapes,canned fish,,,,,,,,,
sweet spreads,rolls/buns,,,,,,,,,
berries,other vegetables,,,,,,,,,
pork,hamburger meat,,,,,,,,,
fish,yogurt,,,,,,,,,
soda,whole milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chicken,chocolate,,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
pip fruit,pastry,,,,,,,,,
pip fruit,margarine,,,,,,,,,
turkey,meat,rolls/buns,,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
ham,yogurt,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
tropical fruit,butter,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
frankfurter,canned fish,,,,,,,,,
dental care,curd,,,,,,,,,
rolls/buns,candy,,,,,,,,,
UHT-milk,whole milk,herbs,,,,,,,,
whole milk,coffee,bottled beer,,,,,,,,
root vegetables,soda,,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
white wine,rolls/buns,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
other vegetables,margarine,,,,,,,,,
soda,chocolate,,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
root vegetables,root vegetables,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
pork,bottled beer,,,,,,,,,
bottled water,berries,,,,,,,,,
soda,canned beer,white bread,berries,,,,,,,
other vegetables,cake bar,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
frankfurter,fruit/vegetable juice,baking powder,,,,,,,,
whole milk,hard cheese,,,,,,,,,
soda,shopping bags,,,,,,,,,
butter,cat food,roll products ,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
chicken,yogurt,rolls/buns,,,,,,,,
other vegetables,newspapers,,,,,,,,,
butter,frozen vegetables,,,,,,,,,
beef,hygiene articles,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
citrus fruit,cling film/bags,hard cheese,,,,,,,,
mustard,root vegetables,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
cat food,newspapers,,,,,,,,,
fruit/vegetable juice,canned fish,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
chicken,hygiene articles,,,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
bottled water,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
beef,canned beer,,,,,,,,,
yogurt,bottled water,,,,,,,,,
bottled water,soda,,,,,,,,,
tropical fruit,meat,whole milk,candles,,,,,,,
spread cheese,whole milk,,,,,,,,,
pork,pastry,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
semi-finished bread,berries,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
beef,sausage,oil,candles,,,,,,,
sausage,beef,whipped/sour cream,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
other vegetables,sausage,onions,whole milk,chocolate,,,,,,
pork,canned beer,,,,,,,,,
beverages,coffee,,,,,,,,,
chicken,pip fruit,,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
margarine,bottled water,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
rolls/buns,condensed milk,whole milk,soda,,,,,,,
whole milk,other vegetables,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
ice cream,waffles,,,,,,,,,
beef,whole milk,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
chocolate,dessert,,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
packaged fruit/vegetables,popcorn,,,,,,,,,
white wine,domestic eggs,,,,,,,,,
other vegetables,rolls/buns,domestic eggs,,,,,,,,
rolls/buns,sugar,,,,,,,,,
pork,long life bakery product,,,,,,,,,
bottled water,pastry,fruit/vegetable juice,,,,,,,,
shopping bags,margarine,,,,,,,,,
onions,domestic eggs,long life bakery product,pastry,,,,,,,
female sanitary products,salt,,,,,,,,,
other vegetables,margarine,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,pastry,margarine,pastry,,,,,,,
nut snack,bottled beer,,,,,,,,,
chewing gum,photo/film,yogurt,long life bakery product,soda,whole milk,,,,,
hamburger meat,pork,chicken,whole milk,,,,,,,
root vegetables,coffee,,,,,,,,,
whole milk,flour,,,,,,,,,
salty snack,pastry,oil,,,,,,,,
sugar,processed cheese,,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
beef,liquor,specialty cheese,,,,,,,,
butter,specialty chocolate,,,,,,,,,
pork,tropical fruit,dessert,meat spreads,whole milk,,,,,,
pork,white bread,domestic eggs,,,,,,,,
chicken,whole milk,specialty bar,,,,,,,,
yogurt,beverages,,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
waffles,Instant food products,,,,,,,,,
sausage,candy,,,,,,,,,
salt,frozen vegetables,,,,,,,,,
chicken,shopping bags,,,,,,,,,
beef,napkins,,,,,,,,,
ham,UHT-milk,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
curd,specialty bar,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
citrus fruit,curd,,,,,,,,,
sausage,canned vegetables,,,,,,,,,
berries,curd,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
ham,hard cheese,,,,,,,,,
yogurt,domestic eggs,frozen vegetables,fruit/vegetable juice,,,,,,,
curd,margarine,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
tropical fruit,soda,,,,,,,,,
onions,oil,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
canned beer,flower (seeds),,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
sausage,pastry,,,,,,,,,
packaged fruit/vegetables,pastry,,,,,,,,,
pet care,photo/film,,,,,,,,,
pip fruit,soda,,,,,,,,,
canned beer,coffee,,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
tropical fruit,whole milk,sweet spreads,,,,,,,,
beverages,yogurt,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,cake bar,,,,,,,,,
hamburger meat,chicken,,,,,,,,,
curd,ice cream,,,,,,,,,
butter,pastry,other vegetables,other vegetables,,,,,,,
curd,other vegetables,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
frankfurter,pip fruit,hygiene articles,,,,,,,,
canned beer,salt,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
tropical fruit,yogurt,,,,,,,,,
meat,margarine,,,,,,,,,
newspapers,soups,,,,,,,,,
frozen meals,pastry,,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
root vegetables,grapes,soda,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
fruit/vegetable juice,salty snack,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
dessert,mustard,white bread,,,,,,,,
whole milk,detergent,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
bottled water,whipped/sour cream,berries,whole milk,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
citrus fruit,soda,shopping bags,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
shopping bags,butter milk,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
root vegetables,soups,decalcifier,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,tropical fruit,yogurt,,,,,,,,
turkey,kitchen towels,,,,,,,,,
whole milk,tropical fruit,chocolate,,,,,,,,
pork,brown bread,,,,,,,,,
soft cheese,rolls/buns,detergent,,,,,,,,
pork,yogurt,,,,,,,,,
sausage,female sanitary products,,,,,,,,,
white bread,mustard,,,,,,,,,
yogurt,cookware,,,,,,,,,
semi-finished bread,spices,,,,,,,,,
ham,instant coffee,margarine,beef,long life bakery product,whole milk,house keeping products,semi-finished bread,,,
canned beer,curd,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
mayonnaise,tropical fruit,packaged fruit/vegetables,beverages,cereals,,,,,,
berries,root vegetables,bottled water,,,,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
rolls/buns,hygiene articles,fruit/vegetable juice,,,,,,,,
tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry,,,,,
frankfurter,shopping bags,,,,,,,,,
curd,beef,napkins,,,,,,,,
whole milk,root vegetables,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
root vegetables,pastry,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
meat,whole milk,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
pork,chewing gum,canned fish,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
chewing gum,instant coffee,,,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
coffee,roll products ,,,,,,,,,
sauces,shopping bags,,,,,,,,,
beef,pip fruit,rolls/buns,,,,,,,,
ham,canned fruit,,,,,,,,,
canned fish,rolls/buns,chocolate,artif. sweetener,,,,,,,
baking powder,whole milk,rolls/buns,,,,,,,,
sugar,kitchen towels,,,,,,,,,
bottled water,white bread,,,,,,,,,
pastry,coffee,,,,,,,,,
pot plants,organic products,,,,,,,,,
whole milk,butter,,,,,,,,,
bottled water,tidbits,,,,,,,,,
sausage,soda,,,,,,,,,
beef,brown bread,,,,,,,,,
salt,domestic eggs,,,,,,,,,
bottled water,onions,,,,,,,,,
canned vegetables,popcorn,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
hard cheese,sweet spreads,,,,,,,,,
beef,butter,,,,,,,,,
soda,dessert,,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
light bulbs,whipped/sour cream,,,,,,,,,
pastry,berries,,,,,,,,,
pasta,mustard,syrup,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
zwieback,citrus fruit,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
soda,margarine,,,,,,,,,
sausage,bottled water,,,,,,,,,
hygiene articles,brown bread,,,,,,,,,
beef,finished products,,,,,,,,,
liver loaf,newspapers,white wine,,,,,,,,
tropical fruit,pork,,,,,,,,,
pip fruit,pip fruit,sliced cheese,dishes,,,,,,,
yogurt,tropical fruit,bottled water,yogurt,,,,,,,
sausage,tropical fruit,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
berries,red/blush wine,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
yogurt,chocolate,,,,,,,,,
pastry,newspapers,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
whole milk,root vegetables,curd,yogurt,,,,,,,
yogurt,coffee,,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
soda,cream cheese ,,,,,,,,,
bottled beer,margarine,,,,,,,,,
root vegetables,whole milk,potato products,,,,,,,,
berries,candy,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
meat,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
bottled water,whole milk,,,,,,,,,
beverages,condensed milk,,,,,,,,,
bottled water,bottled water,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
canned beer,brandy,waffles,cat food,dishes,light bulbs,,,,,
frankfurter,rolls/buns,coffee,white wine,,,,,,,
cream cheese ,long life bakery product,pastry,,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
